tth,counts
46.45230241,218
46.47856298,204
46.50482354,178
46.53108411,192
46.55734467,190
46.58360524,221
46.6098658,216
46.63612637,227
46.66238693,211
46.6886475,262
46.71490807,232
46.74116863,330
46.7674292,300
46.79368976,301
46.81995033,357
46.84621089,435
46.87247146,493
46.89873202,502
46.92499259,558
46.95125315,577
46.97751372,634
47.00377428,632
47.03003485,586
47.05629541,569
47.08255598,529
47.10881655,482
47.13507711,478
47.16133768,419
47.18759824,402
47.21385881,356
47.24011937,292
47.26637994,323
47.2926405,314
47.31890107,295
47.34516163,278
47.3714222,270
47.39768276,269
47.42394333,272
47.4502039,266
47.47646446,273
47.50272503,285
47.52898559,246
47.55524616,269
47.58150672,251
47.60776729,283
47.63402785,265
47.66028842,261
47.68654898,310
47.71280955,320
47.73907011,317
47.76533068,327
47.79159124,322
47.81785181,254
47.84411238,308
47.87037294,272
47.89663351,273
47.92289407,247
47.94915464,258
47.9754152,241
48.00167577,226
48.02793633,232
48.0541969,212
48.08045746,195
48.10671803,205
48.13297859,219
48.15923916,189
48.18549973,178
48.21176029,152
48.23802086,168
48.26428142,136
48.29054199,171
48.31680255,138
48.34306312,144
48.36932368,149
48.39558425,159
48.42184481,150
48.44810538,157
48.47436594,176
48.50062651,153
48.52688707,162
48.55314764,181
48.57940821,192
48.60566877,180
48.63192934,189
48.6581899,181
48.68445047,215
48.71071103,222
48.7369716,234
48.76323216,254
48.78949273,279
48.81575329,325
48.84201386,321
48.86827442,329
48.89453499,367
48.92079556,370
48.94705612,404
48.97331669,454
48.99957725,459
49.02583782,468
49.05209838,470
49.07835895,456
49.10461951,404
49.13088008,413
49.15714064,380
49.18340121,371
49.20966177,346
49.23592234,311
49.2621829,358
49.28844347,341
49.31470404,303
49.3409646,302
49.36722517,333
49.39348573,331
49.4197463,354
49.44600686,404
49.47226743,302
49.49852799,370
49.52478856,391
49.55104912,336
49.57730969,388
49.60357025,358
49.62983082,386
49.65609139,382
49.68235195,353
49.70861252,336
49.73487308,300
49.76113365,271
49.78739421,307
49.81365478,314
49.83991534,304
49.86617591,285
49.89243647,312
49.91869704,293
49.9449576,266
49.97121817,317
49.99747873,311
50.0237393,349
50.04999987,338
50.07626043,360
50.102521,338
50.12878156,357
50.15504213,357
50.18130269,350
50.20756326,341
50.23382382,322
50.26008439,297
50.28634495,268
50.31260552,254
50.33886608,228
