tth,counts
39.09934411,138
39.12560468,165
39.15186524,167
39.17812581,176
39.20438637,226
39.23064694,236
39.2569075,344
39.28316807,409
39.30942864,522
39.3356892,710
39.36194977,995
39.38821033,1383
39.4144709,1734
39.44073146,1609
39.46699203,1409
39.49325259,1203
39.51951316,1158
39.54577372,955
39.57203429,682
39.59829485,476
39.62455542,386
39.65081598,315
39.67707655,269
39.70333712,230
39.72959768,194
39.75585825,164
39.78211881,153
39.80837938,134
39.83463994,151
39.86090051,117
39.88716107,123
39.91342164,128
39.9396822,88
39.96594277,105
39.99220333,127
40.0184639,93
40.04472447,83
40.07098503,82
40.0972456,73
40.12350616,82
40.14976673,93
40.17602729,89
40.20228786,75
40.22854842,78
40.25480899,85
40.28106955,75
40.30733012,80
40.33359068,85
40.35985125,59
40.38611181,61
40.41237238,74
40.43863295,79
40.46489351,62
40.49115408,78
40.51741464,67
40.54367521,85
40.56993577,75
40.59619634,71
40.6224569,68
40.64871747,72
40.67497803,71
40.7012386,76
40.72749916,60
40.75375973,66
40.78002029,70
40.80628086,75
40.83254143,63
40.85880199,53
40.88506256,65
40.91132312,52
40.93758369,75
40.96384425,63
40.99010482,61
41.01636538,64
41.04262595,75
41.06888651,58
41.09514708,76
41.12140764,71
41.14766821,70
41.17392878,54
41.20018934,62
41.22644991,83
41.25271047,61
41.27897104,81
41.3052316,66
41.33149217,69
41.35775273,61
41.3840133,77
41.41027386,74
41.43653443,61
41.46279499,65
41.48905556,66
41.51531612,75
41.54157669,64
41.56783726,55
41.59409782,68
41.62035839,78
41.64661895,70
41.67287952,73
41.69914008,77
41.72540065,62
41.75166121,58
41.77792178,83
41.80418234,75
41.83044291,53
41.85670347,65
41.88296404,62
41.90922461,62
41.93548517,62
41.96174574,72
41.9880063,65
42.01426687,83
42.04052743,67
42.066788,75
42.09304856,63
42.11930913,57
42.14556969,90
42.17183026,72
42.19809082,66
42.22435139,69
42.25061195,63
42.27687252,68
42.30313309,72
42.32939365,50
42.35565422,45
42.38191478,77
42.40817535,76
42.43443591,83
42.46069648,71
42.48695704,82
42.51321761,78
42.53947817,71
42.56573874,92
42.5919993,85
42.61825987,75
42.64452044,94
42.670781,93
42.69704157,74
42.72330213,94
42.7495627,90
42.77582326,87
42.80208383,111
42.82834439,121
42.85460496,113
42.88086552,149
42.90712609,160
42.93338665,158
42.95964722,195
42.98590778,240
43.01216835,252
43.03842892,328
43.06468948,453
43.09095005,648
43.11721061,994
43.14347118,1368
43.16973174,1677
43.19599231,1540
43.22225287,1229
43.24851344,1211
43.274774,1434
43.30103457,1536
43.32729513,1748
43.3535557,1751
43.37981627,1292
43.40607683,833
43.4323374,808
43.45859796,941
43.48485853,695
43.51111909,430
43.53737966,269
43.56364022,195
43.58990079,173
43.61616135,138
43.64242192,135
43.66868248,148
43.69494305,99
43.72120361,96
43.74746418,126
43.77372475,104
43.79998531,88
43.82624588,87
43.85250644,84
43.87876701,79
43.90502757,82
43.93128814,72
43.9575487,79
43.98380927,83
44.01006983,87
44.0363304,80
44.06259096,76
44.08885153,75
44.1151121,82
44.14137266,74
44.16763323,89
44.19389379,92
44.22015436,71
44.24641492,63
44.27267549,61
44.29893605,81
44.32519662,66
44.35145718,72
44.37771775,64
44.40397831,99
44.43023888,70
44.45649944,78
44.48276001,74
44.50902058,53
44.53528114,64
44.56154171,71
44.58780227,65
44.61406284,67
44.6403234,56
44.66658397,70
44.69284453,61
44.7191051,58
44.74536566,65
44.77162623,56
44.79788679,70
44.82414736,67
44.85040793,58
44.87666849,67
44.90292906,74
44.92918962,56
44.95545019,67
44.98171075,63
45.00797132,70
45.03423188,56
45.06049245,56
45.08675301,71
45.11301358,66
45.13927414,73
45.16553471,70
45.19179527,62
45.21805584,69
45.24431641,66
45.27057697,93
45.29683754,55
45.3230981,79
45.34935867,70
45.37561923,79
45.4018798,63
45.42814036,85
45.45440093,74
45.48066149,74
45.50692206,62
45.53318262,75
45.55944319,68
45.58570376,83
45.61196432,57
45.63822489,78
45.66448545,62
45.69074602,56
45.71700658,67
45.74326715,72
45.76952771,62
45.79578828,61
45.82204884,67
45.84830941,68
45.87456997,67
45.90083054,64
45.9270911,66
45.95335167,63
45.97961224,86
46.0058728,81
46.03213337,76
46.05839393,77
46.0846545,84
46.11091506,74
46.13717563,86
46.16343619,89
46.18969676,93
46.21595732,76
46.24221789,88
46.26847845,64
46.29473902,91
46.32099959,87
46.34726015,94
46.37352072,82
46.39978128,91
46.42604185,73
